INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('085944','flamboyan','citra','2021-05-31'),
('141827','kenanga','nanda','2010-09-09'),
('409419','lily','rudi','2016-06-05'),
('812759','teratai','eka','2011-11-24'),
('279821','melati','joko','2022-04-02'),
('039985','lily','hendra','2016-07-13'),
('479262','anggrek','utami','2011-01-27'),
('992295','lily','budi','2013-09-13'),
('836189','anggrek','hendra','2023-01-21'),
('298919','mawar','hendra','2017-01-13'),
('765621','flamboyan','mira','2019-05-02'),
('356912','anggrek','budi','2025-08-29'),
('010078','mawar','utami','2025-08-05'),
('090333','bougenville','wawan','2012-05-25'),
('672903','cempaka','indah','2020-04-04'),
('940446','sakura','rudi','2024-05-15'),
('098412','mawar','eka','2011-06-28'),
('046024','anggrek','eka','2025-04-14'),
('849980','sakura','fajar','2020-08-16'),
('802261','sakura','mira','2015-07-29'),
('754726','sakura','mira','2010-07-01'),
('402654','kenanga','kartika','2015-05-18'),
('097354','mawar','vina','2025-02-28'),
('415292','lily','fajar','2017-09-23'),
('873022','lily','nanda','2024-02-18'),
('741660','mawar','sari','2014-04-02'),
('684821','bougenville','vina','2024-02-01'),
('371261','bougenville','wawan','2021-09-19'),
('919906','teratai','wawan','2019-09-28'),
('024663','mawar','joko','2020-10-26'),
('931534','bougenville','kartika','2016-07-21'),
('482984','bougenville','utami','2012-09-14'),
('135135','lily','vina','2012-04-20'),
('698735','melati','wawan','2023-06-01'),
('828640','mawar','hendra','2023-07-29'),
('176188','mawar','citra','2017-05-31'),
('948144','cempaka','ayu','2018-01-10'),
('216966','melati','rudi','2022-06-23'),
('965459','cempaka','indah','2022-07-20'),
('337454','kenanga','citra','2014-03-25'),
('020621','lily','tono','2011-06-15'),
('066703','mawar','ayu','2020-04-07'),
('856856','melati','tono','2016-04-22'),
('970177','flamboyan','sari','2013-05-25'),
('773113','anggrek','nanda','2024-11-20'),
('780501','flamboyan','vina','2019-08-07'),
('162666','flamboyan','joko','2018-03-22'),
('306942','mawar','wawan','2021-02-20'),
('313394','kenanga','citra','2018-08-03'),
('215889','cempaka','dewi','2019-12-15'),
('436535','cempaka','ayu','2011-06-23'),
('985814','cempaka','lia','2024-06-10'),
('097666','anggrek','sari','2022-05-02'),
('976329','anggrek','vina','2016-04-17'),
('799798','mawar','utami','2025-03-23'),
('612444','melati','mira','2021-12-05'),
('043111','flamboyan','mira','2019-11-08'),
('690827','melati','wawan','2024-06-26'),
('630318','anggrek','budi','2016-03-16'),
('593980','melati','wawan','2017-06-25'),
('607477','lily','tono','2012-04-10'),
('396860','sakura','gita','2013-07-25'),
('722537','flamboyan','indah','2018-01-12'),
('267155','flamboyan','sari','2018-02-15'),
('124713','mawar','indah','2025-05-22'),
('789197','anggrek','dewi','2016-07-01'),
('961328','cempaka','rudi','2013-08-05'),
('484303','teratai','sari','2019-12-15'),
('073213','anggrek','vina','2010-06-25'),
('353593','mawar','lia','2022-06-30'),
('083975','melati','sari','2011-05-03'),
('462844','kenanga','kartika','2018-11-09'),
('986726','melati','ayu','2020-08-31'),
('805409','lily','wawan','2024-09-12'),
('847051','lily','sari','2016-12-01'),
('206317','teratai','hendra','2018-03-24'),
('504539','mawar','utami','2013-04-14'),
('314305','melati','mira','2015-02-09'),
('628951','flamboyan','nanda','2023-09-27'),
('052445','flamboyan','vina','2013-05-14'),
('432376','teratai','wawan','2025-11-21'),
('793229','lily','ayu','2020-11-08'),
('157662','sakura','indah','2020-03-03'),
('918099','lily','gita','2022-03-21'),
('411110','bougenville','kartika','2017-01-09'),
('996539','kenanga','rudi','2022-04-01'),
('066647','melati','eka','2024-08-21'),
('433995','kenanga','ayu','2016-05-22'),
('035130','bougenville','mira','2013-11-09'),
('539550','cempaka','citra','2023-12-01'),
('872233','sakura','budi','2019-08-24'),
('000742','anggrek','tono','2021-12-02'),
('890549','mawar','rudi','2019-11-03'),
('443316','lily','lia','2015-12-29'),
('828060','lily','eka','2015-07-10'),
('985555','bougenville','indah','2014-09-27'),
('985974','anggrek','ayu','2022-03-30'),
('401563','kenanga','fajar','2018-06-11'),
('127903','flamboyan','sari','2013-07-02'),
('645747','mawar','mira','2022-02-07'),
('800346','melati','wawan','2024-01-05'),
('799303','cempaka','ayu','2013-10-13'),
('164834','mawar','dewi','2010-11-26'),
('121697','mawar','hendra','2015-06-23'),
('135181','anggrek','ayu','2016-12-19'),
('073679','mawar','rudi','2018-12-19'),
('927823','bougenville','nanda','2016-04-11'),
('848394','sakura','citra','2016-07-13'),
('289195','sakura','dewi','2016-11-09'),
('238667','mawar','utami','2014-06-27'),
('871881','teratai','eka','2010-08-19'),
('800613','sakura','utami','2025-09-02'),
('323398','bougenville','kartika','2024-12-30'),
('601713','kenanga','nanda','2010-05-30'),
('919195','anggrek','kartika','2013-08-06'),
('728379','lily','wawan','2017-11-19'),
('069014','sakura','budi','2021-12-06'),
('164347','anggrek','eka','2011-03-15'),
('632552','mawar','gita','2010-10-14'),
('666114','sakura','sari','2013-02-17'),
('463590','cempaka','wawan','2024-03-11'),
('103064','mawar','ayu','2011-05-27'),
('549885','teratai','indah','2014-05-21'),
('357615','melati','fajar','2013-12-31'),
('085584','melati','utami','2016-11-01'),
('731376','melati','citra','2014-11-07'),
('737209','sakura','wawan','2012-12-24'),
('072730','anggrek','ayu','2025-06-15'),
('683285','teratai','joko','2023-03-26'),
('595387','flamboyan','hendra','2018-07-31'),
('558383','cempaka','ayu','2010-08-18'),
('707786','lily','eka','2015-03-04'),
('746165','anggrek','rudi','2016-11-15'),
('458685','flamboyan','gita','2023-11-13'),
('558740','anggrek','vina','2025-04-27'),
('420359','bougenville','sari','2013-03-12'),
('908674','anggrek','eka','2024-11-17'),
('825831','lily','kartika','2019-08-14'),
('934045','melati','tono','2012-09-30'),
('324745','sakura','hendra','2022-04-21'),
('674750','mawar','kartika','2020-09-14'),
('686693','cempaka','wawan','2024-02-06'),
('118699','lily','fajar','2017-02-11'),
('213038','lily','ayu','2019-05-31'),
('265136','mawar','joko','2010-11-23'),
('559532','teratai','dewi','2021-03-16'),
('503068','mawar','hendra','2024-12-21'),
('037822','sakura','citra','2016-03-17'),
('843536','lily','rudi','2019-12-30'),
('096618','anggrek','lia','2018-02-26'),
('672366','flamboyan','nanda','2012-02-27'),
('307541','kenanga','joko','2019-05-05'),
('476620','mawar','nanda','2019-07-01'),
('481161','melati','gita','2014-03-13'),
('946694','cempaka','fajar','2021-02-08'),
('011656','melati','utami','2011-01-26'),
('247441','cempaka','ayu','2021-08-23'),
('767706','melati','nanda','2012-04-09'),
('132089','kenanga','eka','2018-11-24'),
('854669','melati','ayu','2021-01-14'),
('557658','flamboyan','sari','2013-08-20'),
('499546','mawar','vina','2021-07-08'),
('542789','lily','utami','2018-01-11'),
('714348','flamboyan','ayu','2010-12-20'),
('257609','kenanga','fajar','2023-08-07'),
('651461','bougenville','rudi','2022-05-06'),
('456119','lily','joko','2012-07-27'),
('108594','bougenville','joko','2010-12-29'),
('833512','melati','sari','2017-09-22'),
('215178','anggrek','indah','2017-07-13'),
('051308','cempaka','gita','2015-11-30'),
('545365','melati','eka','2025-02-15'),
('831006','anggrek','joko','2014-12-14'),
('060248','lily','citra','2014-03-31'),
('112983','bougenville','vina','2018-01-20'),
('056246','bougenville','mira','2020-05-23'),
('015076','teratai','gita','2018-03-17'),
('450542','anggrek','ayu','2021-11-13'),
('149596','teratai','mira','2012-07-15'),
('315574','teratai','dewi','2019-11-26'),
('609266','anggrek','ayu','2024-10-15'),
('040639','mawar','kartika','2014-04-11'),
('538940','mawar','gita','2013-06-01'),
('409650','lily','eka','2022-09-04'),
('205216','kenanga','nanda','2016-08-08'),
('805273','melati','ayu','2012-11-15'),
('566529','sakura','wawan','2025-10-16'),
('895762','kenanga','budi','2025-10-11'),
('144456','cempaka','nanda','2011-04-13'),
('114961','kenanga','fajar','2023-05-26'),
('830199','teratai','utami','2011-01-04'),
('018651','cempaka','dewi','2024-10-14'),
('719254','flamboyan','ayu','2020-07-16'),
('520774','mawar','hendra','2023-04-02'),
('634244','bougenville','eka','2010-03-11'),
('979209','teratai','gita','2018-08-01'),
('928832','anggrek','lia','2015-04-30'),
('802298','flamboyan','vina','2020-07-21'),
('428352','lily','indah','2016-11-05'),
('052912','lily','sari','2016-04-26'),
('718643','kenanga','lia','2011-06-05'),
('275682','mawar','hendra','2015-04-12'),
('294834','cempaka','vina','2024-11-04'),
('422594','mawar','sari','2025-09-05'),
('876896','lily','rudi','2021-11-07'),
('716392','lily','joko','2014-06-16'),
('070450','bougenville','kartika','2021-11-16'),
('592857','bougenville','kartika','2017-04-28'),
('801959','kenanga','rudi','2014-01-27'),
('639564','sakura','citra','2011-03-25'),
('061775','teratai','tono','2011-11-26'),
('455860','bougenville','lia','2011-11-01'),
('078390','melati','lia','2017-06-04'),
('227547','lily','rudi','2014-02-23'),
('709704','cempaka','wawan','2011-04-16'),
('896066','anggrek','utami','2021-01-02'),
('240358','melati','wawan','2023-10-28'),
('746190','kenanga','tono','2021-12-16'),
('042623','sakura','nanda','2019-07-08'),
('131249','flamboyan','wawan','2016-05-10'),
('306640','kenanga','gita','2011-04-29'),
('834860','sakura','nanda','2017-12-07'),
('010608','mawar','tono','2019-09-18'),
('894113','cempaka','nanda','2023-04-24'),
('460296','mawar','hendra','2014-12-31'),
('429116','bougenville','utami','2024-11-10'),
('638300','mawar','mira','2022-04-02'),
('957639','cempaka','utami','2017-04-19'),
('298954','cempaka','joko','2019-02-05'),
('433760','melati','kartika','2020-07-12'),
('041618','lily','sari','2025-12-14'),
('756509','cempaka','budi','2023-10-13'),
('214083','flamboyan','vina','2015-10-10'),
('948184','anggrek','utami','2022-09-18'),
('191657','kenanga','nanda','2015-07-20'),
('667298','cempaka','sari','2019-07-28'),
('336031','teratai','lia','2025-04-05'),
('420770','cempaka','nanda','2017-11-21'),
('832992','sakura','vina','2017-07-28'),
('718676','mawar','nanda','2011-04-08'),
('595337','teratai','utami','2020-05-27'),
('659993','teratai','ayu','2017-07-09'),
('519276','lily','gita','2012-02-05'),
('508668','teratai','budi','2025-12-05'),
('513898','kenanga','fajar','2013-07-23'),
('814009','melati','wawan','2013-08-08'),
('982558','teratai','hendra','2011-11-25'),
('335721','sakura','wawan','2022-11-29'),
('964834','lily','mira','2024-06-13'),
('668434','kenanga','indah','2024-10-02'),
('214223','flamboyan','lia','2018-02-03'),
('216509','lily','indah','2015-07-23'),
('696166','bougenville','gita','2012-04-19'),
('428285','cempaka','ayu','2025-07-07'),
('276261','cempaka','ayu','2015-12-10'),
('177532','cempaka','vina','2017-08-27'),
('443921','mawar','wawan','2021-03-31'),
('532813','bougenville','rudi','2021-09-11'),
('017114','sakura','fajar','2018-08-16'),
('484492','bougenville','lia','2013-08-18'),
('639408','teratai','indah','2016-05-25'),
('422554','anggrek','sari','2025-08-10'),
('507577','teratai','eka','2019-11-28'),
('404983','sakura','lia','2020-04-24'),
('535236','flamboyan','lia','2025-10-04'),
('007830','teratai','joko','2025-08-24'),
('175118','teratai','dewi','2017-01-18'),
('855601','bougenville','vina','2022-03-10'),
('752297','sakura','kartika','2022-04-12'),
('090162','kenanga','tono','2021-12-09'),
('596949','sakura','rudi','2021-01-29'),
('667024','melati','joko','2022-04-26'),
('794829','cempaka','fajar','2025-10-10'),
('453901','lily','rudi','2015-11-05'),
('439912','bougenville','ayu','2013-02-02'),
('998792','anggrek','utami','2011-05-14'),
('802693','mawar','eka','2019-10-15'),
('339426','teratai','fajar','2017-08-06'),
('068301','flamboyan','tono','2017-09-10'),
('596558','lily','wawan','2010-03-24'),
('362608','anggrek','nanda','2020-07-11'),
('075352','teratai','utami','2020-10-24'),
('690061','mawar','lia','2023-02-18'),
('138714','mawar','hendra','2023-12-23'),
('653332','lily','citra','2012-01-05'),
('798771','mawar','gita','2010-11-18'),
('732031','cempaka','dewi','2017-03-04'),
('570785','kenanga','hendra','2010-10-05'),
('847486','mawar','dewi','2011-09-15'),
('042459','anggrek','joko','2017-12-03'),
('797321','cempaka','vina','2013-08-10'),
('687070','sakura','lia','2023-04-12'),
('228976','kenanga','citra','2013-08-09'),
('389181','bougenville','vina','2020-12-04'),
('249705','melati','citra','2015-04-14'),
('664231','lily','ayu','2013-12-18'),
('157951','mawar','lia','2021-03-18'),
('440315','sakura','indah','2017-08-30'),
('089155','anggrek','mira','2013-03-22'),
('042581','mawar','citra','2014-08-16'),
('029601','mawar','indah','2019-08-13'),
('361633','anggrek','wawan','2017-09-30'),
('887151','teratai','fajar','2023-09-19'),
('834728','flamboyan','vina','2012-12-22'),
('112772','melati','hendra','2014-02-02'),
('214265','mawar','ayu','2011-08-17'),
('748470','teratai','dewi','2025-05-17'),
('072250','anggrek','indah','2020-12-02'),
('754444','mawar','budi','2011-01-31'),
('405768','anggrek','kartika','2022-04-26'),
('053655','teratai','joko','2013-02-04'),
('167503','sakura','budi','2012-11-26'),
('751788','mawar','ayu','2012-03-22'),
('567171','teratai','ayu','2021-01-21'),
('349006','flamboyan','rudi','2015-10-10'),
('695245','melati','vina','2016-12-07'),
('005764','bougenville','ayu','2012-08-01'),
('478712','mawar','utami','2016-08-22'),
('111232','sakura','hendra','2019-08-13'),
('661849','melati','rudi','2012-05-27'),
('049044','bougenville','nanda','2017-09-28'),
('798583','melati','tono','2024-08-19'),
('412427','bougenville','citra','2013-10-06'),
('420244','kenanga','utami','2021-06-04'),
('180882','teratai','tono','2024-09-16'),
('176878','melati','indah','2010-06-28'),
('481586','kenanga','kartika','2019-03-06'),
('141214','melati','wawan','2012-07-28'),
('013330','flamboyan','tono','2024-08-13'),
('604809','anggrek','utami','2012-07-28'),
('571447','bougenville','eka','2017-05-10'),
('970042','lily','ayu','2022-10-21'),
('908390','lily','lia','2015-09-17'),
('235522','lily','vina','2020-05-15'),
('994442','bougenville','joko','2025-02-28'),
('405701','melati','sari','2023-07-13'),
('771032','lily','tono','2010-09-04'),
('341572','bougenville','dewi','2016-10-24'),
('312835','sakura','mira','2019-12-07'),
('004654','flamboyan','lia','2016-06-28'),
('052921','teratai','nanda','2010-05-10'),
('051762','cempaka','rudi','2012-10-26'),
('392125','melati','budi','2012-09-27'),
('407398','sakura','nanda','2013-03-06'),
('055490','bougenville','vina','2017-10-24'),
('725324','lily','dewi','2018-11-02'),
('182471','mawar','hendra','2021-02-17'),
('696138','bougenville','nanda','2012-11-29'),
('054383','teratai','tono','2015-08-15'),
('495442','teratai','ayu','2014-01-05'),
('860013','bougenville','joko','2016-03-04'),
('653154','mawar','utami','2023-03-19'),
('299464','melati','dewi','2021-06-18'),
('473561','lily','eka','2015-08-13'),
('525976','lily','budi','2013-12-06'),
('863815','sakura','ayu','2016-08-12'),
('932541','melati','mira','2018-09-02'),
('332983','kenanga','gita','2010-05-26'),
('930031','sakura','ayu','2021-07-27'),
('744643','bougenville','rudi','2011-04-30'),
('430155','mawar','fajar','2011-02-11'),
('434718','teratai','lia','2012-02-19'),
('593468','bougenville','lia','2012-01-21'),
('655902','teratai','tono','2025-09-08'),
('204497','sakura','joko','2022-06-25'),
('922815','kenanga','vina','2022-04-07'),
('674658','melati','gita','2012-08-23'),
('176720','bougenville','eka','2011-10-14'),
('260262','teratai','tono','2017-04-16'),
('273280','flamboyan','citra','2013-03-22'),
('059309','flamboyan','mira','2017-01-29'),
('866349','teratai','rudi','2016-05-18'),
('938281','sakura','mira','2024-08-21'),
('703303','lily','ayu','2010-09-26'),
