INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('019838','kartika','2015-05-26','P'),
('570791','ayu','2012-07-22','L'),
('831312','joko','2008-10-08','L'),
('117039','indah','2005-12-01','P'),
('181773','ayu','2006-07-13','P'),
('322976','eka','2011-12-16','P'),
('869695','bayu','2012-09-16','L'),
('877686','nanda','2007-02-05','P'),
('205213','farah','2007-06-15','L'),
('857009','yoga','2007-03-23','L'),
('917546','budi','2015-04-12','L'),
('031920','gita','2015-05-25','P'),
('187430','indah','2012-02-25','L'),
('623489','zahra','2011-05-04','P'),
('001931','mira','2014-09-14','L'),
('298207','rizky','2011-09-22','L'),
('248499','rizky','2013-02-22','P'),
('879338','utami','2009-08-11','L'),
('932965','nanda','2005-05-29','P'),
('068400','wawan','2015-09-18','P'),
('148539','sari','2005-06-17','L'),
('045037','rizky','2005-06-01','L'),
('126790','sinta','2015-01-01','P'),
('340265','tono','2013-08-21','P'),
('337105','farah','2014-02-04','P'),
('646090','farah','2014-02-08','L'),
('505864','sari','2005-11-14','P'),
('407899','nanda','2012-01-20','L'),
('598651','gita','2015-08-17','P'),
('572265','rudi','2005-01-22','L'),
('881940','fajar','2013-09-22','L'),
('154508','eka','2014-06-05','P'),
('876936','yoga','2012-09-30','L'),
('942491','dewi','2007-09-30','L'),
('089915','fajar','2014-11-05','P'),
('590061','lia','2012-11-22','L'),
('686615','vina','2008-04-03','P'),
('434389','budi','2006-12-14','L'),
('220600','budi','2014-01-22','P'),
('521156','sinta','2007-12-27','L'),
('944490','putri','2008-10-16','P'),
('749036','rizky','2005-05-17','P'),
('229986','vina','2013-08-21','P'),
('609795','agus','2013-05-26','P'),
('306788','ayu','2014-03-29','L'),
('314500','nanda','2010-08-22','P'),
('285090','lia','2009-04-13','P'),
('283858','yoga','2011-12-10','P'),
('358310','kartika','2014-10-20','P'),
('620492','bayu','2009-08-31','P'),
('506760','tono','2015-07-03','P'),
('722754','rizky','2005-04-20','P'),
('355968','kartika','2008-09-23','P'),
('862918','vina','2012-08-25','L'),
('238537','agus','2005-04-27','P'),
('662453','agus','2009-03-24','P'),
('197123','hendra','2005-01-30','L'),
('975464','mira','2005-07-02','L'),
('716519','tono','2009-04-27','L'),
('852986','eka','2007-04-29','L'),
('175677','rina','2014-04-22','L'),
('511920','fajar','2010-10-06','P'),
('277485','rizky','2012-01-13','P'),
('987493','putri','2011-05-10','P'),
('763218','fajar','2010-04-16','L'),
('324561','hendra','2014-01-15','P'),
('749352','vina','2006-01-08','P'),
('722977','agus','2005-05-18','P'),
('005100','tono','2006-06-16','L'),
('848146','kartika','2009-09-16','L'),
('450249','citra','2005-03-27','L'),
('222527','farah','2006-11-29','L'),
('269557','mira','2015-01-04','L'),
('841676','bayu','2015-07-18','L'),
('779689','fajar','2010-05-26','P'),
('960179','farah','2009-08-29','L'),
('774483','agus','2008-11-14','L'),
('482917','kartika','2014-08-28','L'),
('014733','utami','2013-02-20','P'),
('449683','farah','2006-07-04','P'),
('856926','farah','2005-05-31','L'),
('588264','utami','2005-02-27','P'),
('186490','citra','2013-04-30','P'),
('460710','agus','2013-09-06','P'),
('195303','joko','2008-01-03','P'),
('802320','nanda','2008-06-06','P'),
('853784','rina','2009-01-20','L'),
('715367','budi','2012-01-14','P'),
('288673','hendra','2007-05-21','P'),
('294765','utami','2011-09-30','L'),
('646460','sinta','2009-06-11','P'),
('713567','dewi','2013-02-05','L'),
('509592','hendra','2007-01-03','P'),
('405033','mira','2009-10-17','P'),
('713060','hendra','2015-06-21','P'),
('617784','budi','2013-04-21','P'),
('068503','lia','2015-10-04','P'),
('562727','fajar','2008-01-07','P'),
('268806','farah','2014-11-19','P'),
('126114','dewi','2013-01-11','P'),
('653767','budi','2009-10-28','L'),
('427944','eka','2010-07-04','P'),
('980664','bayu','2006-04-27','L'),
('299880','dewi','2015-06-23','L'),
('487177','ayu','2008-10-23','P'),
('750801','vina','2008-04-20','P'),
('940383','rizky','2007-12-27','P'),
('900049','rizky','2009-10-18','P'),
('587737','putri','2013-03-13','L'),
('299083','mira','2013-07-27','L'),
('442634','farah','2014-03-07','P'),
('994113','agus','2009-05-11','P'),
('343829','farah','2013-10-19','L'),
('643986','rudi','2008-08-25','L'),
('364035','rudi','2014-09-11','P'),
('475577','utami','2012-04-14','P'),
('177271','vina','2006-06-04','L'),
('784249','budi','2013-03-28','P'),
('537691','sari','2010-04-23','L'),
('029196','rina','2005-09-02','L'),
('534050','nanda','2008-12-05','L'),
('239269','nanda','2010-01-28','L'),
('026047','rizky','2008-01-18','L'),
('284169','nanda','2015-10-26','L'),
('635327','joko','2006-04-25','L'),
('076408','utami','2007-12-09','P'),
('437082','sinta','2007-06-07','L'),
('610777','farah','2006-11-12','L'),
('257626','lia','2005-09-21','L'),
('269742','hendra','2013-09-06','P'),
('932698','yoga','2006-10-18','P'),
('444728','bayu','2011-08-01','P'),
('426658','tono','2010-02-07','L'),
('847656','hendra','2014-05-23','P'),
('427357','bayu','2013-10-05','P'),
('333538','mira','2007-05-25','P'),
('332649','bayu','2008-12-20','L'),
('477277','agus','2015-03-19','L'),
('671018','dewi','2014-06-30','P'),
('036253','sari','2011-07-02','P'),
('114603','rina','2007-07-15','L'),
('553546','rina','2010-09-08','P'),
('246349','ayu','2014-08-03','L'),
('590554','hendra','2008-02-25','L'),
('667319','utami','2015-07-02','L'),
('787213','yoga','2010-08-26','L'),
('741953','mira','2015-05-14','L'),
('059622','rudi','2010-12-07','L'),
('232073','sinta','2009-11-30','P'),
('627886','farah','2009-01-21','P'),
('728373','agus','2005-11-12','L'),
('087848','putri','2015-05-23','L'),
('464066','zahra','2006-04-24','L'),
('955071','utami','2005-07-24','P'),
('450988','utami','2005-02-02','P'),
('837180','rudi','2009-12-24','P'),
('825433','vina','2008-02-14','P'),
('999060','mira','2015-09-26','P'),
('228829','lia','2011-12-09','L'),
('326872','lutfi','2006-05-30','L'),
('411804','tono','2013-05-15','P'),
('264191','vina','2006-08-03','L'),
('210381','mira','2015-08-30','P'),
('821943','rudi','2005-09-06','L'),
('514343','nanda','2006-01-27','L'),
('538620','rina','2006-07-07','L'),
('260473','joko','2012-06-19','L'),
('942633','rizky','2009-07-05','L'),
('453086','yoga','2007-12-06','P'),
('912665','utami','2015-11-13','L'),
('685601','vina','2014-07-09','L'),
('011078','citra','2006-06-15','P'),
('594868','sari','2005-09-17','P'),
('484555','yoga','2010-03-23','L'),
('056815','yoga','2014-09-30','L'),
('953852','dewi','2005-11-28','L'),
('648616','dewi','2007-03-01','L'),
('307481','nanda','2014-01-01','P'),
('312968','gita','2010-10-09','P'),
('071983','lutfi','2008-03-30','L'),
('236661','agus','2015-11-12','P'),
('348424','wawan','2008-03-13','L'),
('704279','sari','2009-02-19','P'),
('469312','putri','2015-09-01','P'),
('609280','sinta','2012-07-29','L'),
('542509','putri','2005-05-14','L'),
('638589','rina','2013-06-27','L'),
('308859','wawan','2006-07-26','L'),
('611154','vina','2013-04-05','P'),
('383837','utami','2008-03-20','P'),
('651658','tono','2005-03-24','L'),
('748854','fajar','2011-05-21','P'),
('775023','nanda','2008-11-09','P'),
('824612','agus','2012-05-10','L'),
('782657','mira','2013-01-28','L'),
('608183','nanda','2006-03-13','L'),
('706809','kartika','2010-05-05','L'),
('663342','joko','2012-02-12','L'),
('666818','mira','2015-05-17','P'),
('340713','ayu','2010-03-20','L'),
('639524','lutfi','2008-01-31','L'),
('197177','putri','2010-06-02','L'),
('261591','rina','2012-04-13','P'),
('488844','hendra','2015-03-10','P'),
('960031','vina','2007-05-26','L'),
('042251','joko','2010-12-31','L'),
('994599','kartika','2009-11-23','P'),
('424451','kartika','2009-03-13','L'),
('637160','citra','2008-01-09','P'),
('783658','bayu','2013-03-11','P'),
('980384','yoga','2007-09-01','P'),
('058550','dewi','2011-02-11','P'),
('574978','citra','2014-01-01','L'),
('960880','eka','2014-09-19','L'),
('676279','hendra','2009-02-19','L'),
('574956','yoga','2014-08-11','P'),
('874710','yoga','2011-07-13','L'),
('978556','eka','2013-06-26','P'),
('705917','kartika','2010-02-08','L'),
('714938','lutfi','2007-02-19','L'),
('283924','putri','2014-02-16','L'),
('724631','sinta','2010-07-06','L'),
('785891','zahra','2007-12-20','L'),
('388274','budi','2008-05-01','L'),
('072846','vina','2005-06-22','L'),
('117067','agus','2006-04-23','L'),
('108643','dewi','2012-05-02','P'),
('598136','fajar','2008-01-19','P'),
('475966','bayu','2015-10-17','L'),
('642385','joko','2006-03-09','P'),
('517725','wawan','2008-11-12','L'),
('216032','wawan','2013-09-25','L'),
('644201','zahra','2007-08-16','L'),
('691672','eka','2010-06-25','P'),
('236827','indah','2011-05-13','P'),
('133577','lia','2011-09-29','P'),
('018340','joko','2009-04-16','L'),
('306738','mira','2010-09-28','P'),
('759632','utami','2007-03-06','L'),
('941826','zahra','2009-07-04','P'),
('873583','yoga','2014-12-06','P'),
('631139','eka','2006-12-04','L'),
('225696','citra','2011-07-05','L'),
('842996','kartika','2010-04-12','L'),
('978678','hendra','2006-08-27','P'),
('825006','nanda','2008-04-17','L'),
('655292','lia','2009-12-28','P'),
('563207','tono','2010-11-29','P'),
('120204','tono','2013-12-31','L'),
('212427','tono','2008-08-12','P'),
('285851','gita','2009-11-25','P'),
('733317','putri','2014-02-06','L'),
('960627','rizky','2008-01-28','L'),
('585775','farah','2012-08-28','L'),
('313900','bayu','2014-05-14','L'),
('927662','eka','2006-04-25','P'),
('491276','rizky','2010-03-17','L'),
('960553','zahra','2005-05-28','P'),
('041583','lia','2006-10-04','L'),
('583892','vina','2006-11-26','P'),
('522872','gita','2015-06-11','P'),
('179692','agus','2007-06-13','L'),
('460780','hendra','2012-01-20','L'),
('758153','sari','2013-11-02','L'),
('593538','yoga','2011-03-09','P'),
('772271','fajar','2007-04-09','P'),
('160093','putri','2005-09-29','L'),
('715629','sinta','2014-12-04','L'),
('430411','rina','2014-09-24','L'),
('480360','dewi','2010-01-27','P'),
('143788','agus','2008-08-02','P'),
('385581','sari','2012-10-06','P'),
('937960','bayu','2010-04-05','L'),
('606366','rudi','2015-09-14','L'),
('869299','rizky','2005-11-23','P'),
('830891','zahra','2007-05-03','L'),
('822567','nanda','2008-07-01','L'),
('631337','lutfi','2005-03-09','P'),
('704732','mira','2012-05-21','L'),
('645010','rudi','2013-12-15','P'),
('947344','lutfi','2006-09-28','L'),
('237423','eka','2006-07-25','P'),
('845540','lutfi','2012-07-04','P'),
('374884','bayu','2013-11-19','P'),
('147133','budi','2008-02-28','P'),
('531823','dewi','2015-03-25','L'),
('333122','fajar','2006-03-10','P'),
('289223','gita','2008-01-19','L'),
('733299','eka','2012-12-19','P'),
('427679','putri','2006-03-11','P'),
('481714','putri','2005-07-02','P'),
('855114','rizky','2014-07-07','P'),
('233646','utami','2005-06-04','P'),
('954189','indah','2008-01-16','L'),
('355073','rizky','2011-06-19','L'),
('052254','tono','2008-07-13','L'),
('703652','utami','2015-04-27','L'),
('998838','lutfi','2007-07-21','L'),
('630329','indah','2011-03-08','P'),
('697196','yoga','2007-12-06','P'),
('876649','ayu','2007-01-21','L'),
('336533','hendra','2006-06-30','P'),
('695769','dewi','2005-05-22','P'),
('362511','hendra','2009-03-08','L'),
('818931','gita','2006-01-27','P'),
('386443','ayu','2009-10-07','P'),
('702365','kartika','2014-03-12','L'),
('800679','sinta','2010-12-18','L'),
('008852','ayu','2012-01-22','L'),
('242940','tono','2009-06-07','P'),
('838947','ayu','2008-09-28','L'),
('104524','citra','2014-03-06','P'),
('645014','farah','2011-01-30','L'),
('385223','utami','2005-08-20','P'),
('964518','citra','2012-07-18','P'),
('422105','mira','2005-09-18','P'),
('667580','agus','2010-04-29','L'),
('968937','budi','2008-12-25','L'),
('390602','indah','2005-01-22','P'),
('780626','rizky','2010-09-10','L'),
('567078','nanda','2013-01-31','P'),
('104896','joko','2013-12-06','L'),
('903845','eka','2012-09-03','P'),
('343151','rina','2015-03-01','L'),
('406697','rizky','2012-12-11','P'),
('597545','sinta','2013-07-09','L'),
('879845','joko','2005-12-12','P'),
('336216','eka','2014-05-27','P'),
('442633','eka','2014-05-13','P'),
('894246','rina','2010-10-20','P'),
('755216','wawan','2014-01-24','L'),
('376740','indah','2014-08-11','L'),
('165022','rudi','2006-07-17','L'),
('787102','joko','2006-03-10','P'),
('545754','nanda','2015-03-01','L'),
('114513','hendra','2007-02-11','P'),
('846986','nanda','2006-12-19','P'),
('352210','citra','2009-01-08','L'),
('637853','eka','2008-02-19','L'),
('605615','sinta','2010-03-24','L'),
('551595','ayu','2014-03-17','P'),
('274109','dewi','2010-08-17','L'),
('373736','gita','2014-01-07','L'),
('406306','tono','2007-09-07','P'),
('197196','bayu','2006-12-21','L'),
('429922','ayu','2005-09-13','P'),
('372019','rizky','2005-09-09','L'),
('841916','tono','2014-01-07','P'),
('816168','rudi','2009-07-24','L'),
('950489','kartika','2012-04-12','P'),
('354882','farah','2010-08-07','P'),
('265935','dewi','2008-01-04','L'),
('437829','citra','2010-01-07','P'),
('673320','rina','2008-08-13','P'),
('596746','indah','2008-12-11','L'),
('231497','mira','2010-08-08','L'),
('122226','mira','2005-10-16','P'),
('433307','rudi','2011-02-25','P'),
('520053','sari','2006-08-13','P'),
('479230','agus','2012-04-08','L'),
('491181','fajar','2007-03-25','P'),
('623423','zahra','2009-08-06','L'),
('293924','eka','2008-10-26','L'),
('035173','gita','2008-08-10','P'),
('757477','rina','2015-04-03','L'),
('588757','bayu','2006-05-02','P'),
('027862','citra','2011-02-07','P'),
('053462','ayu','2007-04-01','P'),
('319230','tono','2015-07-09','L'),
('003018','zahra','2013-04-18','P'),
('081842','sinta','2013-02-05','L'),
('278401','mira','2006-05-28','L'),
('959373','rudi','2006-06-08','P'),
('919354','zahra','2009-10-08','L'),
('101694','sinta','2014-03-11','P'),
('134355','lia','2012-10-28','P'),
('240025','fajar','2005-11-25','L'),
('356193','joko','2015-03-04','L'),
('579954','lutfi','2008-02-12','P'),
('241984','vina','2014-09-25','P'),
('106915','mira','2010-06-09','P'),
('123099','tono','2008-05-29','P'),
('141959','indah','2007-06-16','P'),
('058906','sari','2008-12-11','L'),
('245120','vina','2008-04-18','P'),
('183049','sinta','2014-07-06','L'),
('220963','budi','2014-03-16','L'),
('262051','lutfi','2013-06-11','L'),
('838746','budi','2006-12-22','P'),
('384477','zahra','2008-04-12','P'),
('043667','joko','2008-04-12','P'),
('669044','rudi','2013-07-31','L'),
('567301','lia','2005-10-07','L'),
('401797','rudi','2006-08-04','L'),
('739983','budi','2009-10-31','L'),
('409605','sinta','2012-04-18','P'),
('679958','gita','2010-02-21','L'),
('837524','nanda','2005-07-27','L'),
('028302','dewi','2006-03-17','L'),
('085354','rudi','2015-08-04','P'),
('794145','sari','2009-11-26','P'),
('736060','joko','2006-11-02','L'),
('542698','nanda','2011-10-10','P'),
('017240','tono','2009-12-20','L'),
('942290','gita','2010-11-29','P'),
('852408','hendra','2012-08-24','P'),
('907673','yoga','2010-11-23','P'),
('829789','kartika','2006-11-02','P'),
('603398','nanda','2010-08-23','L'),
('673206','tono','2008-08-26','L'),
('688153','dewi','2010-12-24','P'),
('894096','tono','2011-04-30','L'),
('016532','tono','2013-09-18','L'),
('719835','sari','2013-11-25','L'),
('548120','dewi','2011-10-15','P'),
('841864','lutfi','2015-06-26','L'),
('477546','wawan','2006-12-11','P'),
('203104','vina','2006-05-12','L'),
('867748','lia','2012-05-30','P'),
('390431','citra','2010-03-11','P'),
('874440','indah','2007-01-26','P'),
('117628','dewi','2015-10-11','L'),
('842582','rizky','2009-09-27','L'),
('442896','farah','2014-04-02','L'),
('267148','rizky','2012-09-11','L'),
('608252','vina','2010-02-13','P'),
('309954','farah','2005-11-29','P'),
('492957','sari','2005-09-07','L'),
('562668','nanda','2007-11-27','L'),
('637312','eka','2005-01-01','P'),
('948927','vina','2013-04-11','L'),
('075811','gita','2009-11-30','P'),
('646875','tono','2009-07-03','P'),
('163467','eka','2006-12-29','L'),
('816646','fajar','2008-02-02','P'),
('111359','fajar','2012-11-29','P'),
('307355','citra','2009-01-09','P'),
('342256','putri','2006-07-21','L'),
('766540','sinta','2012-10-14','P'),
('464732','sari','2007-04-02','P'),
('251702','budi','2010-07-27','L'),
('640801','fajar','2015-09-03','L'),
('419496','nanda','2008-03-10','P'),
('425269','gita','2011-11-21','P'),
('137716','indah','2006-01-28','P'),
('165697','utami','2010-06-19','P'),
('312357','fajar','2014-09-10','P'),
('742571','citra','2012-11-06','P'),
