INSERT INTO wali_siswa (nik, nama_w, alamat_w,tanggal_w) VALUES
('7564444265762131','Allen Curtis','Bubi Grove','2041-12-21'),
('5141122163384246','Steven Park','Mirdi Pike','2033-03-10'),
('9345121437545495','David Banks','Nele Parkway','2063-08-22'),
('3994005864084579','Evelyn Payne','Watuw River','2026-04-19'),
('3731829839416612','Lucy Cox','Baewo Pike','2053-08-18'),
('4914892121946137','Luella Ruiz','Segut Point','2044-01-13'),
('5160746080340510','Kenneth Nguyen','Onpi Extension','2068-05-19'),
('8586518486672013','Seth Christensen','Ijla Mill','2051-08-04'),
('0537374950502638','Ian Santos','Vore Ridge','2121-07-31'),
('7930550139500114','Jayden Colon','Azuzo Glen','2064-12-28'),
('5779415241976085','Martha Cobb','Ibiiti Loop','2038-09-15'),
('8334966249398655','Seth Hodges','Pahsu Point','2109-09-27'),
('2571847816100675','Dean Morgan','Loola River','2092-04-02'),
('5180665616249690','Gilbert Keller','Soek Way','2046-08-22'),
('6145038348629535','Julian Gutierrez','Ahuore Turnpike','2098-10-17'),
('5595460225024502','Esther Lloyd','Voru Glen','2053-09-11'),
('5644722577074981','Cecelia Jefferson','Cagow Highway','2097-07-19'),
('2437502653105338','Danny Green','Nupop Terrace','2071-09-12'),
('3269820199693281','Jon Gray','Togaka Park','2047-12-01'),
('2363003066088815','Chase Crawford','Vasfuj Road','2087-01-05'),
('6526563563766467','Bradley Barrett','Dacaw Parkway','2075-03-23'),
('6022973122242553','Clarence Ray','Calur Trail','2046-01-25'),
('6133716458933957','Allie Jacobs','Cevih Circle','2030-11-29'),
('2101838307863906','Charlie Jacobs','Ipiopa Court','2029-07-26'),
('5520463531415169','Leon Norman','Ugooj Ridge','2045-09-26'),
('0958121210713157','Leroy Luna','Vatsu Point','2045-05-22'),
('6870877043700451','Raymond Jackson','Suloz Heights','2107-07-22'),
('9023800991156356','Lucille Joseph','Likvof Square','2072-07-17'),
('8478779044703785','Nathaniel Ball','Vakmib Pike','2100-08-03'),
('6529163536819074','Dale Miles','Wulal Place','2036-10-15'),
('9971357538309041','Phoebe Lane','Pegin Trail','2101-02-19'),
('0514950040492078','Cecilia Cox','Difev Terrace','2073-06-21'),
('0643190527167205','Seth Nichols','Pufoma Street','2094-04-03'),
('8200591109309962','Jackson Obrien','Wabe Loop','2103-01-27'),
('8191060744840125','Fannie Townsend','Jetvik Highway','2044-11-10'),
('4403346328628677','Cora Myers','Subah Turnpike','2112-09-29'),
('5146101550483358','Kenneth Dennis','Jesudi Avenue','2093-09-05'),
('3470022152550501','Ronnie Rodriquez','Luwgo Turnpike','2061-02-09'),
('0047353659958389','Elizabeth French','Kultuv Loop','2043-12-16'),
('6040279669525320','Allen Christensen','Jazog Square','2074-04-03'),
('3563309830187182','Theodore Guzman','Beep Terrace','2076-12-21'),
('5033365584903163','Viola Owen','Apool Way','2027-08-01'),
('4639286363301988','Minnie Mason','Zijgeh Extension','2086-04-02'),
('9973777857569955','Joshua Jefferson','Itoeda Extension','2102-10-20'),
('8025609577379204','Francis Olson','Pugno Circle','2104-11-28'),
('5164208411868909','Bradley Walters','Lufo Avenue','2041-11-18'),
('4291620655470688','Tom Garner','Bisfet Key','2100-10-20'),
('7654842065955578','Ora Daniels','Zaole Center','2108-11-20'),
('3029017280547336','Barry Carlson','Opagu Drive','2062-04-19'),
('8563007857355588','Bryan Hamilton','Cepij Center','2083-01-22'),
('0495136994661083','Floyd Vasquez','Tiwe Manor','2086-08-03'),
('0992020260530566','Amy Munoz','Wojek River','2109-01-11'),
('3003943210904104','Jose Williamson','Nule Glen','2082-07-26'),
('9469699952897977','Warren Kelley','Bekda View','2043-02-25'),
('7560464885916645','Nell Silva','Oreaci View','2081-09-27'),
('4041845225847139','Hulda Singleton','Bumodu Way','2050-11-03'),
('5655028263984473','Hallie Glover','Iwges Square','2092-03-22'),
('9784317995563318','Clyde Tran','Jinvo Trail','2076-07-29'),
('4663992709487430','Jerry Harrington','Ovkok Loop','2040-06-19'),
('0555035705486953','Martha Morales','Uveci Trail','2103-09-18'),
('7633603244284628','Millie Mills','Tesgac Center','2116-08-31'),
('9976197735202959','Jose Nelson','Dotfu Boulevard','2083-10-09'),
('6060481808509669','Willie Fisher','Fuzeb River','2114-09-30'),
('3017791677100585','Roy Ortiz','Irabi Way','2073-10-15'),
('3119284660832070','Bertie Martin','Gekge Court','2053-06-20'),
('1917732813197580','Isabel Drake','Hucwo Loop','2073-09-07'),
('5784012855330690','Gussie Morton','Putpi Junction','2037-12-18'),
('8724588005147047','Margaret Welch','Owke River','2114-06-03'),
('3509632657184224','Lettie Andrews','Bolas Loop','2040-08-20'),
('1528228720785579','Marguerite Franklin','Ipezur Terrace','2060-05-05'),
('0392848689751220','Cole Hansen','Noelu River','2065-12-11'),
('1662384263711345','Gussie Ramsey','Juho Mill','2060-07-29'),
('1266635550091953','Keith Ballard','Rucfoh Junction','2065-06-02'),
('8227323808729638','Luella Andrews','Fihma Road','2076-09-27'),
('6318005521133698','Andre Underwood','Pizku Manor','2029-05-08'),
('3229946496940967','Lucy Becker','Haaji Boulevard','2042-04-13'),
('4128364394964669','Minerva Cole','Zuse Park','2120-02-06'),
('9489471477619523','Adam Schultz','Webe Avenue','2106-03-11'),
('9874642681433626','Chad Pope','Gakog Highway','2071-09-23'),
('6343524517941177','Lou Gill','Vufun Plaza','2082-04-15'),
('1523979745514684','Ray McDaniel','Asok Junction','2105-08-06'),
('3683192054606478','Lillian Briggs','Solli Mill','2030-04-09'),
('3647018484685321','Lida Weaver','Vuuna Turnpike','2051-05-03'),
('6138475284695654','Amanda Pittman','Guhco Grove','2069-03-24'),
('2375996596520785','Susie Walton','Mopgi View','2096-03-11'),
('4855143193399442','Barry Byrd','Ojuf Road','2101-05-11'),
('1521545088071646','Minerva Dunn','Aweb Lane','2067-12-10'),
('6028915091186437','Hilda Owens','Bipal Grove','2082-11-15'),
('1042443960549030','Rosie Powers','Muwmag Point','2092-03-17'),
('7092599447350048','Larry Harris','Okipef Highway','2047-06-14'),
('0703974589819107','Myrtle Garza','Maefu Highway','2069-05-04'),
('8834694827443319','Lottie Sanchez','Soeja Circle','2070-11-27'),
('4281007372686321','Betty Mitchell','Nuves Street','2085-08-10'),
('5453994072308932','Sally Lawrence','Nuvu Grove','2094-03-24'),
('7934932297004823','Frederick Beck','Sicij Avenue','2067-08-12'),
('2227448251061595','Jessie Saunders','Jahni Manor','2061-09-07'),
('3642294968314740','Ruby Medina','Imoju Terrace','2098-02-06'),
('8787831341062846','Josephine Henry','Gisgu Key','2089-12-06'),
('4366175720056199','Katherine Romero','Rici Circle','2106-05-01'),
('6196965389171142','Jorge Graves','Wenum Highway','2039-07-25'),
('2278078169770191','Derek Meyer','Copcot Plaza','2044-08-04'),
('0610157928743460','Leroy Townsend','Powwe Ridge','2035-01-29'),
('1627351175008387','Calvin King','Irato Turnpike','2035-09-01'),
('7463137827380775','Alexander Bell','Colih Drive','2071-07-17'),
('8194578060729961','Jorge Hawkins','Ciita Trail','2055-04-30'),
('7653304762293405','Scott Rodriquez','Ohhul View','2092-11-04'),
('9434779332655355','Russell Schmidt','Dolzib Street','2029-05-13'),
('1415985560981767','Maude Herrera','Gedrav Court','2058-06-06'),
('5724378544703722','Clarence McCormick','Komus Manor','2056-09-13'),
('0612426774718387','Clarence Jacobs','Biuso View','2117-08-12'),
('9640125188455872','Micheal Thomas','Wemco Court','2067-02-09'),
('3088950784626886','Leona Gill','Nuvro Path','2103-11-09'),
('6548111853547636','Irene Patterson','Ewda Grove','2113-12-18'),
('5871585013926144','Lura Herrera','Renav Square','2118-06-22'),
('4239737024993356','Irene Price','Avehu Loop','2123-04-22'),
('8955772433748007','Rose Price','Wefzoc Avenue','2103-05-13'),
('4413282757095081','Eugenia Burgess','Tita Lane','2074-08-28'),
('1261339067070140','Adrian Robertson','Ordit Junction','2041-01-30'),
('0105716658954382','Eleanor Hawkins','Hofitu Boulevard','2080-06-17'),
('2976869698784475','Bryan Garza','Giis Place','2025-07-16'),
('1511763068346674','Roy Padilla','Guzo Place','2119-05-08'),
('6903992963894761','Nathaniel Bush','Isolu Ridge','2087-07-12'),
('9675583259230112','Carolyn Hernandez','Cadvo Parkway','2057-01-19'),
('5078576194457834','Frank Willis','Vused Square','2111-01-13'),
('5428700283352549','Seth McDonald','Igsuv Path','2080-01-29'),
('8078919331296056','Bertha Roberson','Hogad Key','2103-04-02'),
('3089213234654129','Hilda Griffin','Cerwu Path','2066-12-31'),
('9695277658798006','Willie Harmon','Gebij Turnpike','2091-03-25'),
('9382989180726701','Lucy Maldonado','Looda Court','2103-08-08'),
('5522316155662534','Bernard Alexander','Gifak Trail','2117-03-15'),
('6511430315292057','Willie Rodgers','Piwpi Drive','2054-08-29'),
('5391574451566149','Clifford Dixon','Hibi Path','2107-11-06'),
('7174147003053665','Teresa Ingram','Zuic Mill','2069-10-14'),
('9105028519204813','Antonio Miles','Anpiz Pike','2095-03-18'),
('6526811049643328','Oscar Davidson','Bozodo Turnpike','2063-05-20'),
('8798943416933254','May McCormick','Wujkim Mill','2067-04-27'),
('6232316145234952','Alberta Ball','Biguv Glen','2109-10-27'),
('3000608695925249','Violet Powell','Acuna Trail','2072-06-27'),
('7010357137434973','Harold Willis','Vudwac Mill','2105-01-29'),
('5789878466761754','Stella Moody','Ahtud Avenue','2124-12-22'),
('1207581934629860','Alvin McLaughlin','Jakvu Turnpike','2122-02-08'),
('0362681968589226','Rosa Dunn','Malo Point','2120-05-27'),
('5179797021065612','Gabriel Hamilton','Iffah Loop','2124-12-11'),
('8412127228601542','Philip Lowe','Lazob Terrace','2048-11-01'),
('3764292176338512','Delia Mendoza','Anoku Key','2034-01-04'),
('8658468004820917','Max Hernandez','Ratjic Terrace','2056-10-17'),
('7265374287585213','Cynthia Sparks','Jowe Lane','2084-02-26'),
('8435296347720953','Roxie Cross','Ehuom Court','2112-09-29'),
('6677034185475677','Mattie Hudson','Atawo Plaza','2061-07-19'),
('9390481024021793','Jon Hunt','Ziwos Street','2065-07-18'),
('3287331916898945','Hilda Valdez','Rukjo Key','2034-05-26'),
('2258006142560191','Isabelle Daniels','Maram Manor','2123-07-31'),
('7475126930084716','Luis Lloyd','Wicsoj Loop','2059-10-28'),
('6849604364951072','Harriet Lucas','Ovune View','2074-02-14'),
('2942328953713808','Kevin Carson','Nipu Ridge','2100-11-14'),
('4822829350159061','Joshua Clarke','Avado Loop','2040-06-21'),
('0965519533164737','Lilly Riley','Rulwan River','2086-05-30'),
('9479119771070653','Susan Bowers','Tami Pass','2062-01-04'),
('6267909809013469','Cordelia Parker','Nejbo Heights','2075-04-20'),
('7067911560083132','Derrick Gregory','Caluc Loop','2103-10-24'),
('5969546210655291','Ellen Jackson','Jobovu Court','2110-11-22'),
('0970258680664058','Bertie Garza','Biib Turnpike','2103-07-10'),
('7807898896226974','Chester Townsend','Ekasu Lane','2097-11-28'),
('3162100255184174','Effie Hart','Ivusem Parkway','2055-05-26'),
('1778421701478504','Georgia Lawson','Hodi Lane','2110-12-01'),
('0457294491048453','Alma Day','Tupok Court','2079-01-23'),
('5879801018280256','Jeremiah Wilkerson','Middi Ridge','2072-06-24'),
('2154668594135092','Leroy Porter','Fukkis Extension','2041-09-28'),
('7203083483607139','Paul Austin','Moij Loop','2038-03-08'),
('8507794387932885','Leila Larson','Atawa Way','2073-05-09'),
('7962520816299106','Mae Bush','Titan Extension','2085-06-02'),
('0011544587168326','Jerome Parsons','Zethu Place','2053-06-17'),
('6809908288359265','Don Herrera','Cijov Trail','2037-03-20'),
('5810495394065899','Alejandro Logan','Cofla Loop','2050-07-29'),
('6624449841340659','Esther Kennedy','Kidid Place','2094-02-13'),
('9016596321320741','Gertrude Tate','Dojnug Ridge','2072-09-07'),
('3141632288114372','Jack Hopkins','Puwfaz Park','2044-05-08'),
('5227175995653566','Bettie Black','Fehid Key','2089-01-04'),
('4652426088142647','Travis Lawson','Uzoasa Parkway','2025-03-31'),
('8292168381610099','Jim Roberts','Igiota View','2081-08-30'),
('9438245171258247','Rosetta Munoz','Tuzi Turnpike','2056-08-18'),
('4055784513936999','Alvin Walters','Locpas Point','2042-06-24'),
('3598578786639040','Willie Hernandez','Ragne Ridge','2108-05-02'),
('6956406458116497','Leon Zimmerman','Sirpu Path','2092-06-17'),
('2393342016472272','Nettie Carlson','Wifkal Way','2050-09-21'),
('6037811668865128','Dennis Rhodes','Atras Square','2027-07-24'),
('2159197025675667','Jim Willis','Lojon Point','2063-03-16'),
('9369230118453975','Alma Jones','Wigtur Street','2102-06-27'),
('9194628191870479','Christopher Caldwell','Juniz Point','2094-01-30'),
('8057743768038067','Randall West','Zufuh Glen','2060-07-25'),
('9213204280221119','Ruby Hall','Buczo Place','2125-09-11'),
('9065221507716838','Cecilia Garza','Pohile Loop','2104-04-05'),
('9064369407848305','Nancy McCormick','Canol Grove','2072-08-02'),
('7217752805213984','Jeffery Pearson','Winem Road','2114-05-27'),
('8620994736580365','Tyler Martinez','Damzi Place','2077-11-29'),
('4682483431199864','Willie Howell','Nowru Lane','2063-08-10'),
('0197863314061851','Dora Potter','Ruco River','2085-06-11'),
('7264410553593692','Birdie Torres','Tikugo Glen','2091-09-09'),
('4565957293973276','Angel Soto','Wasud Pike','2123-05-21'),
('8075255070532286','Blake Rice','Minli Key','2092-11-13'),
('7166498431754936','Nannie Hines','Wuvel Way','2097-06-09'),
('3183267181798752','Loretta Holloway','Fomug Center','2081-03-22'),
('0816846733587284','Amanda Alexander','Wesso Pike','2071-06-09'),
('0543407901466389','Cody Craig','Taen Trail','2067-11-19'),
('7293217099048304','Leila Atkins','Rija Road','2061-04-06'),
('3119043745952872','Barbara Dawson','Epala Plaza','2056-10-28'),
('9213853015756876','Hulda Morris','Gobda Boulevard','2032-05-07'),
('7483996981283930','Addie Hayes','Effim Way','2072-04-30'),
('6173939453124170','Justin Marsh','Ufto Trail','2047-10-11'),
('2212706923494025','Elijah Dawson','Izon Road','2050-07-20'),
('8815689692476491','Noah Ross','Orogu Lane','2094-10-10'),
('3634452427085108','Trevor Mathis','Elco Ridge','2092-03-18'),
('2473024651298443','Jane Hines','Vaaje Mill','2058-04-15'),
('1924985393694238','Lewis White','Tacu Center','2083-07-22'),
('1318864056774338','Isabel Parks','Ebopan Street','2102-05-11'),
('6914743436770800','Allen Lamb','Evpi River','2038-04-09'),
('2720649710727184','Millie Richardson','Nasma Manor','2043-04-15'),
('1425568598267773','Frances King','Nepuf Point','2093-09-15'),
('2927660577181060','Estelle Young','Tiba Pike','2067-03-27'),
('9743940315850401','Maude Ward','Juslih Place','2064-04-06'),
('0811699020790910','Ralph Lamb','Zaze Point','2039-12-25'),
('6607717018083972','Bertha Daniels','Elido Pike','2096-11-24'),
('6294145460846885','Sally Harrison','Ceto Lane','2051-06-21'),
('8797400068505670','Tommy Lowe','Hiihu Glen','2120-10-22'),
('4640830718349885','Sallie Henderson','Umob Place','2104-02-01'),
('4647333598742514','Chad Mitchell','Nole Mill','2115-01-02'),
('3664034800091504','Abbie Cannon','Sitsa Square','2057-10-10'),
('7259897525419302','Fanny Wheeler','Buja Mill','2056-10-04'),
('8494467695037855','Sallie Taylor','Letfe Pike','2071-04-04'),
('5382255941751030','Isabella Collins','Tonre Grove','2028-07-24'),
('4694693755079076','Hulda Barrett','Duwlob Point','2062-07-27'),
('2388041745173187','Nina Berry','Elzah Park','2122-12-24'),
('2941180571644254','Lida Andrews','Joiv Avenue','2043-10-16'),
('1314032586709828','Betty Holmes','Sagcu Avenue','2065-06-04'),
('8124390167553541','Todd Kelley','Sizar Grove','2045-12-10'),
('7716778800520927','Belle Crawford','Obufe Square','2074-10-21'),
('9021586148007366','Milton Beck','Loab Loop','2065-08-03'),
('9073090197710841','Jennie Smith','Unkon Road','2054-03-15'),
('5660650460411347','Rodney Hoffman','Ejiza Road','2101-09-09'),
('9385462166165097','Barbara Wong','Jifpid Key','2073-07-10'),
('8433371712192359','Nell Strickland','Dasji Loop','2073-10-23'),
('7238447177160009','Danny Drake','Kezo Trail','2033-01-16'),
('7582089460119478','Louise Barrett','Nireb Park','2121-08-21'),
('5961918551600115','Duane Salazar','Taubo Center','2098-01-27'),
('9539498798853534','Lee Webb','Wakege Highway','2079-11-06'),
('3907506766242447','Marie Owen','Cujhi Plaza','2091-12-02'),
('6279002010146870','Tony Evans','Sijo Loop','2084-10-22'),
('4844031931085394','Bess Flores','Rusve Mill','2099-05-06'),
('8786132610553393','Bess Brooks','Gipja Trail','2102-07-10'),
('0178358356840155','Lilly Harmon','Gofwuz View','2094-03-08'),
('5747346385405405','Bill Robbins','Hoku Extension','2099-09-01'),
('5103497699077528','Allie West','Evuep Highway','2077-10-25'),
('0474946125742307','Brian Erickson','Wumoce Point','2120-10-01'),
('5185339161559485','Miguel Park','Fiog Circle','2066-03-06'),
('7753538570722397','Margaret Turner','Batbo View','2084-11-30'),
('9378935694204875','Joseph Cummings','Jato Pass','2072-11-05'),
('1748070571619086','Eleanor Nichols','Puvef Pike','2030-07-27'),
('3226929919316648','Barry Ortiz','Wulcim Road','2088-10-28'),
('7811430561718442','Teresa Patrick','Wuafa Lane','2058-11-19'),
('5664082683672119','Jeanette Sharp','Sopih River','2028-05-06'),
('1466937030216008','Dale Potter','Ateg Drive','2062-06-27'),
('4569021493167845','Carolyn Manning','Reim Ridge','2085-06-10'),
('8084415056476962','Fanny Brewer','Uzfo Parkway','2034-01-18'),
('1970698722866424','Jordan Fleming','Josu Key','2060-02-10'),
('1035051415568343','Luis Cunningham','Ropi Court','2108-08-02'),
('8065191582097675','Curtis Flowers','Ahaup Mill','2089-09-20'),
